catch  	 /drupal/core/modules/path_alias/tests/src/Unit/DeprecatedClassesTest.php  	 bug  	 112  	php:S1848
catch  	 /drupal/core/modules/path_alias/tests/src/Unit/DeprecatedClassesTest.php  	 bug  	 129  	php:S1848
catch  	 /drupal/core/modules/path_alias/tests/src/Unit/DeprecatedClassesTest.php  	 bug  	 146  	php:S1848
catch  	 /drupal/core/modules/path_alias/tests/src/Unit/DeprecatedClassesTest.php  	 bug  	 163  	php:S1848
effulgentsia  	 /drupal/core/themes/claro/js/tabledrag.js  	 bug  	 594  	javascript:S2259
webchick  	 /drupal/core/modules/media/tests/fixtures/oembed/video_vimeo-no-title.html  	 bug  	 3  	Web:PageWithoutTitleCheck
Lee_Rowlands  	 /drupal/core/modules/field/src/Plugin/migrate/process/d7/FieldInstanceOptionTranslation.php  	 bug  	 31  	php:S3923
Lee_Rowlands  	 /drupal/core/modules/field/src/Plugin/migrate/process/d7/FieldOptionTranslation.php  	 bug  	 33  	php:S3923
Alex_Pott  	 /drupal/core/tests/Drupal/Tests/Core/Controller/AjaxRendererTest.php  	 bug  	 98  	php:S1848
Alex_Pott  	 /drupal/core/tests/Drupal/Tests/Core/Controller/DialogRendererTest.php  	 bug  	 28  	php:S1848
catch  	 /drupal/core/tests/Drupal/KernelTests/Core/Config/FileStorageFactoryTest.php  	 bug  	 34  	php:S1848
catch  	 /drupal/core/tests/Drupal/Tests/Core/Cache/BackendChainImplementationUnitTest.php  	 bug  	 310  	php:S1848
catch  	 /drupal/core/tests/Drupal/KernelTests/Core/Entity/FieldableEntityDefinitionUpdateTest.php  	 bug  	 795  	php:S1848
effulgentsia  	 /drupal/core/modules/jsonapi/src/Controller/EntityResource.php  	 bug  	 335  	php:S2201
effulgentsia  	 /drupal/core/modules/jsonapi/tests/src/Unit/Query/EntityConditionGroupTest.php  	 bug  	 36  	php:S1848
Alex_Pott  	 /drupal/core/tests/Drupal/Tests/Component/Plugin/ConfigurablePluginInterfaceTest.php  	 bug  	 23  	php:S1848
Nathaniel_Catchpole  	 /drupal/core/tests/Drupal/KernelTests/Core/Entity/FieldableEntityDefinitionUpdateTest.php  	 bug  	 117  	php:S1848
Alex_Pott  	 /drupal/core/modules/views/tests/src/Kernel/ViewElementTest.php  	 bug  	 86  	php:S2201
xjm  	 /drupal/core/modules/layout_builder/tests/src/Unit/SectionStorageManagerTest.php  	 bug  	 102  	php:S1848
Alex_Pott  	 /drupal/core/modules/media/tests/fixtures/oembed/video_youtube.html  	 bug  	 3  	Web:PageWithoutTitleCheck
