Shamim_Rezaie	0.00036631095944552087
Bas_Brands	8.675785881604441e-05
Andrew_Nicols	0.007287660140547732
Amaia_Anabitarte	0.0014459643136007403
Tim_Hunt	0.00019279524181343204
Damyon_Wiese	0.007509374668633178
Matt_Porritt	3.855904836268641e-05
Tom_Dickman	5.783857254402961e-05
David_Monllao	0.0013013678822406665
Ryan_Wyllie	0.00026027357644813325
Marina_Glancy	0.004010141029719387
Brendan_Heywood	9.639762090671602e-06
Mark_Nelson	3.855904836268641e-05
sam_marshall	0.0006555038221656689
Mihail_Geshoski	0.0006555038221656689
Frederic_Massart	0.0009543364469764887
Juan_Leyva	0.0014845233619634266
Simey_Lameze	7.711809672537282e-05
Ankit_Agarwal	3.855904836268641e-05
David_Mudrak	3.855904836268641e-05
Cameron_Ball	9.639762090671602e-06
gthomas2	9.639762090671602e-06
Ilya_Tregubov	1.9279524181343204e-05
Jun_Pataleta	5.783857254402961e-05
John_Okely	3.855904836268641e-05
Dan_Poltawski	0.00014459643136007403
Mark_Nielsen	3.855904836268641e-05
Brendan_Anderson	9.639762090671602e-06
Jean-Michel_Vedrine	5.783857254402961e-05
Rossiani_Wijaya	8.675785881604441e-05
Colin_Chambers	9.639762090671602e-06
Petr_Skoda	0.0635453117017072
nobelium	9.639762090671602e-06
Andrew_Davis	0.00023135429017611845
Sam_Hemelryk	0.0007711809672537282
James_McQuillan	9.639762090671602e-06
Yuliya_Bozhko	3.855904836268641e-05
Sam_Chaffee	1.9279524181343204e-05
Mayank_Gupa	3.855904836268641e-05
Eloy_Lafuente_(stronk7)	0.00019279524181343204
Andreas_Grabs	9.639762090671602e-06
Dongsheng_Cai	9.639762090671602e-06
Davo_Smith	9.639762090671602e-06
Mikhail_Golenkov	9.639762090671602e-06
Sara_Arjona	9.639762090671602e-06
Helen_Foster	9.639762090671602e-06
Rajesh_Taneja	3.855904836268641e-05
skodak	3.855904836268641e-05
Eric_Merrill	9.639762090671602e-06
Inaki	0.00011567714508805923
Tony_Levi	9.639762090671602e-06
moodler	5.783857254402961e-05
donal72	1.9279524181343204e-05
fiedorow	9.639762090671602e-06
samhemelryk	9.639762090671602e-06
